hospName,topWait,updateTime
Queen Elizabeth Hospital,Over 6 hours,11/11/2019 9:45am
Queen Mary Hospital,Over 3 hours,11/11/2019 9:45am
Ruttonjee Hospital,Over 1 hour,11/11/2019 9:45am
St John Hospital,Around 1 hour,11/11/2019 9:45am
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 9:45am
Tuen Mun Hospital,Over 1 hour,11/11/2019 9:45am
Tin Shui Wai Hospital,Over 4 hours,11/11/2019 9:45am
United Christian Hospital,Around 1 hour,11/11/2019 9:45am
Yan Chai Hospital,Over 6 hours,11/11/2019 9:45am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 10:00am
Caritas Medical Centre,Over 3 hours,11/11/2019 10:00am
Kwong Wah Hospital,Over 6 hours,11/11/2019 10:00am
North District Hospital,Over 4 hours,11/11/2019 10:00am
North Lantau Hospital,Around 1 hour,11/11/2019 10:00am
Princess Margaret Hospital,Over 3 hours,11/11/2019 10:00am
Pok Oi Hospital,Over 3 hours,11/11/2019 10:00am
Prince of Wales Hospital,Over 8 hours,11/11/2019 10:00am
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,11/11/2019 10:00am
Queen Elizabeth Hospital,Over 6 hours,11/11/2019 10:00am
Queen Mary Hospital,Over 3 hours,11/11/2019 10:00am
Ruttonjee Hospital,Over 1 hour,11/11/2019 10:00am
St John Hospital,Around 1 hour,11/11/2019 10:00am
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 10:00am
Tuen Mun Hospital,Over 1 hour,11/11/2019 10:00am
Tin Shui Wai Hospital,Over 3 hours,11/11/2019 10:00am
United Christian Hospital,Around 1 hour,11/11/2019 10:00am
Yan Chai Hospital,Over 6 hours,11/11/2019 10:00am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 10:15am
Caritas Medical Centre,Over 3 hours,11/11/2019 10:15am
Kwong Wah Hospital,Over 6 hours,11/11/2019 10:15am
North District Hospital,Over 6 hours,11/11/2019 10:15am
North Lantau Hospital,Around 1 hour,11/11/2019 10:15am
Princess Margaret Hospital,Over 3 hours,11/11/2019 10:15am
Pok Oi Hospital,Over 2 hours,11/11/2019 10:15am
Prince of Wales Hospital,Over 8 hours,11/11/2019 10:15am
Pamela Youde Nethersole Eastern Hospital,Over 1 hour,11/11/2019 10:15am
Queen Elizabeth Hospital,Over 6 hours,11/11/2019 10:15am
Queen Mary Hospital,Over 3 hours,11/11/2019 10:15am
Ruttonjee Hospital,Over 1 hour,11/11/2019 10:15am
St John Hospital,Around 1 hour,11/11/2019 10:15am
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 10:15am
Tuen Mun Hospital,Over 1 hour,11/11/2019 10:15am
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 10:15am
United Christian Hospital,Around 1 hour,11/11/2019 10:15am
Yan Chai Hospital,Over 4 hours,11/11/2019 10:15am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 10:30am
Caritas Medical Centre,Over 2 hours,11/11/2019 10:30am
Kwong Wah Hospital,Over 5 hours,11/11/2019 10:30am
North District Hospital,Over 4 hours,11/11/2019 10:30am
North Lantau Hospital,Around 1 hour,11/11/2019 10:30am
Princess Margaret Hospital,Over 3 hours,11/11/2019 10:30am
Pok Oi Hospital,Over 2 hours,11/11/2019 10:30am
Prince of Wales Hospital,Over 8 hours,11/11/2019 10:30am
Pamela Youde Nethersole Eastern Hospital,Over 1 hour,11/11/2019 10:30am
Queen Elizabeth Hospital,Over 6 hours,11/11/2019 10:30am
Queen Mary Hospital,Over 3 hours,11/11/2019 10:30am
Ruttonjee Hospital,Over 2 hours,11/11/2019 10:30am
St John Hospital,Around 1 hour,11/11/2019 10:30am
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 10:30am
Tuen Mun Hospital,Over 1 hour,11/11/2019 10:30am
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 10:30am
United Christian Hospital,Over 1 hour,11/11/2019 10:30am
Yan Chai Hospital,Over 4 hours,11/11/2019 10:30am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 10:45am
Caritas Medical Centre,Over 2 hours,11/11/2019 10:45am
Kwong Wah Hospital,Over 5 hours,11/11/2019 10:45am
North District Hospital,Over 4 hours,11/11/2019 10:45am
North Lantau Hospital,Around 1 hour,11/11/2019 10:45am
Princess Margaret Hospital,Over 3 hours,11/11/2019 10:45am
Pok Oi Hospital,Over 2 hours,11/11/2019 10:45am
Prince of Wales Hospital,Over 8 hours,11/11/2019 10:45am
Pamela Youde Nethersole Eastern Hospital,Over 1 hour,11/11/2019 10:45am
Queen Elizabeth Hospital,Over 5 hours,11/11/2019 10:45am
Queen Mary Hospital,Over 3 hours,11/11/2019 10:45am
Ruttonjee Hospital,Over 2 hours,11/11/2019 10:45am
St John Hospital,Around 1 hour,11/11/2019 10:45am
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 10:45am
Tuen Mun Hospital,Over 1 hour,11/11/2019 10:45am
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 10:45am
United Christian Hospital,Over 1 hour,11/11/2019 10:45am
Yan Chai Hospital,Over 3 hours,11/11/2019 10:45am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 11:00am
Caritas Medical Centre,Over 2 hours,11/11/2019 11:00am
Kwong Wah Hospital,Over 5 hours,11/11/2019 11:00am
North District Hospital,Over 4 hours,11/11/2019 11:00am
North Lantau Hospital,Around 1 hour,11/11/2019 11:00am
Princess Margaret Hospital,Over 3 hours,11/11/2019 11:00am
Pok Oi Hospital,Over 2 hours,11/11/2019 11:00am
Prince of Wales Hospital,Over 8 hours,11/11/2019 11:00am
Pamela Youde Nethersole Eastern Hospital,Over 1 hour,11/11/2019 11:00am
Queen Elizabeth Hospital,Over 5 hours,11/11/2019 11:00am
Queen Mary Hospital,Over 3 hours,11/11/2019 11:00am
Ruttonjee Hospital,Over 2 hours,11/11/2019 11:00am
St John Hospital,Around 1 hour,11/11/2019 11:00am
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 11:00am
Tuen Mun Hospital,Over 2 hours,11/11/2019 11:00am
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 11:00am
United Christian Hospital,Over 1 hour,11/11/2019 11:00am
Yan Chai Hospital,Over 3 hours,11/11/2019 11:00am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 11:15am
Caritas Medical Centre,Over 2 hours,11/11/2019 11:15am
Kwong Wah Hospital,Over 5 hours,11/11/2019 11:15am
North District Hospital,Over 4 hours,11/11/2019 11:15am
North Lantau Hospital,Around 1 hour,11/11/2019 11:15am
Princess Margaret Hospital,Over 3 hours,11/11/2019 11:15am
Pok Oi Hospital,Over 2 hours,11/11/2019 11:15am
Prince of Wales Hospital,Over 8 hours,11/11/2019 11:15am
Pamela Youde Nethersole Eastern Hospital,Over 1 hour,11/11/2019 11:15am
Queen Elizabeth Hospital,Over 5 hours,11/11/2019 11:15am
Queen Mary Hospital,Over 2 hours,11/11/2019 11:15am
Ruttonjee Hospital,Over 2 hours,11/11/2019 11:15am
St John Hospital,Over 1 hour,11/11/2019 11:15am
Tseung Kwan O Hospital,Over 2 hours,11/11/2019 11:15am
Tuen Mun Hospital,Over 2 hours,11/11/2019 11:15am
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 11:15am
United Christian Hospital,Over 1 hour,11/11/2019 11:15am
Yan Chai Hospital,Over 2 hours,11/11/2019 11:15am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 11:30am
Caritas Medical Centre,Over 2 hours,11/11/2019 11:30am
Kwong Wah Hospital,Over 4 hours,11/11/2019 11:30am
North District Hospital,Over 4 hours,11/11/2019 11:30am
North Lantau Hospital,Around 1 hour,11/11/2019 11:30am
Princess Margaret Hospital,Over 2 hours,11/11/2019 11:30am
Pok Oi Hospital,Over 2 hours,11/11/2019 11:30am
Prince of Wales Hospital,Over 7 hours,11/11/2019 11:30am
Pamela Youde Nethersole Eastern Hospital,Over 1 hour,11/11/2019 11:30am
Queen Elizabeth Hospital,Over 4 hours,11/11/2019 11:30am
Queen Mary Hospital,Over 2 hours,11/11/2019 11:30am
Ruttonjee Hospital,Over 2 hours,11/11/2019 11:30am
St John Hospital,Over 1 hour,11/11/2019 11:30am
Tseung Kwan O Hospital,Over 2 hours,11/11/2019 11:30am
Tuen Mun Hospital,Over 2 hours,11/11/2019 11:30am
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 11:30am
United Christian Hospital,Over 1 hour,11/11/2019 11:30am
Yan Chai Hospital,Over 2 hours,11/11/2019 11:30am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 11:45am
Caritas Medical Centre,Over 1 hour,11/11/2019 11:45am
Kwong Wah Hospital,Over 3 hours,11/11/2019 11:45am
North District Hospital,Over 4 hours,11/11/2019 11:45am
North Lantau Hospital,Around 1 hour,11/11/2019 11:45am
Princess Margaret Hospital,Over 2 hours,11/11/2019 11:45am
Pok Oi Hospital,Over 2 hours,11/11/2019 11:45am
Prince of Wales Hospital,Over 5 hours,11/11/2019 11:45am
Pamela Youde Nethersole Eastern Hospital,Over 1 hour,11/11/2019 11:45am
Queen Elizabeth Hospital,Over 4 hours,11/11/2019 11:45am
Queen Mary Hospital,Over 2 hours,11/11/2019 11:45am
Ruttonjee Hospital,Over 2 hours,11/11/2019 11:45am
St John Hospital,Over 1 hour,11/11/2019 11:45am
Tseung Kwan O Hospital,Over 2 hours,11/11/2019 11:45am
Tuen Mun Hospital,Over 2 hours,11/11/2019 11:45am
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 11:45am
United Christian Hospital,Over 1 hour,11/11/2019 11:45am
Yan Chai Hospital,Over 2 hours,11/11/2019 11:45am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 12:00pm
Caritas Medical Centre,Over 1 hour,11/11/2019 12:00pm
Kwong Wah Hospital,Over 3 hours,11/11/2019 12:00pm
North District Hospital,Over 4 hours,11/11/2019 12:00pm
North Lantau Hospital,Around 1 hour,11/11/2019 12:00pm
Princess Margaret Hospital,Over 2 hours,11/11/2019 12:00pm
Pok Oi Hospital,Over 2 hours,11/11/2019 12:00pm
Prince of Wales Hospital,Over 2 hours,11/11/2019 12:00pm
Pamela Youde Nethersole Eastern Hospital,Over 1 hour,11/11/2019 12:00pm
Queen Elizabeth Hospital,Over 2 hours,11/11/2019 12:00pm
Queen Mary Hospital,Over 2 hours,11/11/2019 12:00pm
Ruttonjee Hospital,Over 2 hours,11/11/2019 12:00pm
St John Hospital,Over 1 hour,11/11/2019 12:00pm
Tseung Kwan O Hospital,Over 2 hours,11/11/2019 12:00pm
Tuen Mun Hospital,Over 2 hours,11/11/2019 12:00pm
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 12:00pm
United Christian Hospital,Over 1 hour,11/11/2019 12:00pm
Yan Chai Hospital,Over 2 hours,11/11/2019 12:00pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 12:15pm
Caritas Medical Centre,Over 1 hour,11/11/2019 12:15pm
Kwong Wah Hospital,Over 3 hours,11/11/2019 12:15pm
North District Hospital,Over 4 hours,11/11/2019 12:15pm
North Lantau Hospital,Over 1 hour,11/11/2019 12:15pm
Princess Margaret Hospital,Over 1 hour,11/11/2019 12:15pm
Pok Oi Hospital,Over 2 hours,11/11/2019 12:15pm
Prince of Wales Hospital,Over 1 hour,11/11/2019 12:15pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,11/11/2019 12:15pm
Queen Elizabeth Hospital,Over 2 hours,11/11/2019 12:15pm
Queen Mary Hospital,Over 1 hour,11/11/2019 12:15pm
Ruttonjee Hospital,Over 2 hours,11/11/2019 12:15pm
St John Hospital,Over 1 hour,11/11/2019 12:15pm
Tseung Kwan O Hospital,Over 2 hours,11/11/2019 12:15pm
Tuen Mun Hospital,Over 2 hours,11/11/2019 12:15pm
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 12:15pm
United Christian Hospital,Over 1 hour,11/11/2019 12:15pm
Yan Chai Hospital,Over 1 hour,11/11/2019 12:15pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 12:30pm
Caritas Medical Centre,Over 2 hours,11/11/2019 12:30pm
Kwong Wah Hospital,Over 3 hours,11/11/2019 12:30pm
North District Hospital,Over 5 hours,11/11/2019 12:30pm
North Lantau Hospital,Over 1 hour,11/11/2019 12:30pm
Princess Margaret Hospital,Over 1 hour,11/11/2019 12:30pm
Pok Oi Hospital,Over 2 hours,11/11/2019 12:30pm
Prince of Wales Hospital,Over 1 hour,11/11/2019 12:30pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,11/11/2019 12:30pm
Queen Elizabeth Hospital,Over 2 hours,11/11/2019 12:30pm
Queen Mary Hospital,Over 1 hour,11/11/2019 12:30pm
Ruttonjee Hospital,Over 2 hours,11/11/2019 12:30pm
St John Hospital,Over 1 hour,11/11/2019 12:30pm
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 12:30pm
Tuen Mun Hospital,Over 2 hours,11/11/2019 12:30pm
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 12:30pm
United Christian Hospital,Over 1 hour,11/11/2019 12:30pm
Yan Chai Hospital,Over 1 hour,11/11/2019 12:30pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 12:45pm
Caritas Medical Centre,Over 2 hours,11/11/2019 12:45pm
Kwong Wah Hospital,Over 3 hours,11/11/2019 12:45pm
North District Hospital,Over 5 hours,11/11/2019 12:45pm
North Lantau Hospital,Over 1 hour,11/11/2019 12:45pm
Princess Margaret Hospital,Over 1 hour,11/11/2019 12:45pm
Pok Oi Hospital,Over 2 hours,11/11/2019 12:45pm
Prince of Wales Hospital,Over 1 hour,11/11/2019 12:45pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,11/11/2019 12:45pm
Queen Elizabeth Hospital,Over 1 hour,11/11/2019 12:45pm
Queen Mary Hospital,Over 1 hour,11/11/2019 12:45pm
Ruttonjee Hospital,Over 2 hours,11/11/2019 12:45pm
St John Hospital,Over 1 hour,11/11/2019 12:45pm
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 12:45pm
Tuen Mun Hospital,Over 2 hours,11/11/2019 12:45pm
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 12:45pm
United Christian Hospital,Over 1 hour,11/11/2019 12:45pm
Yan Chai Hospital,Over 1 hour,11/11/2019 12:45pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 1:00pm
Caritas Medical Centre,Over 2 hours,11/11/2019 1:00pm
Kwong Wah Hospital,Over 3 hours,11/11/2019 1:00pm
North District Hospital,Over 5 hours,11/11/2019 1:00pm
North Lantau Hospital,Over 1 hour,11/11/2019 1:00pm
Princess Margaret Hospital,Over 2 hours,11/11/2019 1:00pm
Pok Oi Hospital,Over 2 hours,11/11/2019 1:00pm
Prince of Wales Hospital,Over 1 hour,11/11/2019 1:00pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,11/11/2019 1:00pm
Queen Elizabeth Hospital,Over 1 hour,11/11/2019 1:00pm
Queen Mary Hospital,Over 1 hour,11/11/2019 1:00pm
Ruttonjee Hospital,Over 3 hours,11/11/2019 1:00pm
St John Hospital,Over 1 hour,11/11/2019 1:00pm
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 1:00pm
Tuen Mun Hospital,Over 2 hours,11/11/2019 1:00pm
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 1:00pm
United Christian Hospital,Over 1 hour,11/11/2019 1:00pm
Yan Chai Hospital,Over 1 hour,11/11/2019 1:00pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 1:15pm
Caritas Medical Centre,Over 2 hours,11/11/2019 1:15pm
Kwong Wah Hospital,Over 4 hours,11/11/2019 1:15pm
North District Hospital,Over 5 hours,11/11/2019 1:15pm
North Lantau Hospital,Over 1 hour,11/11/2019 1:15pm
Princess Margaret Hospital,Over 2 hours,11/11/2019 1:15pm
Pok Oi Hospital,Over 2 hours,11/11/2019 1:15pm
Prince of Wales Hospital,Over 1 hour,11/11/2019 1:15pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,11/11/2019 1:15pm
Queen Elizabeth Hospital,Over 1 hour,11/11/2019 1:15pm
Queen Mary Hospital,Over 1 hour,11/11/2019 1:15pm
Ruttonjee Hospital,Over 3 hours,11/11/2019 1:15pm
St John Hospital,Over 1 hour,11/11/2019 1:15pm
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 1:15pm
Tuen Mun Hospital,Over 2 hours,11/11/2019 1:15pm
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 1:15pm
United Christian Hospital,Over 1 hour,11/11/2019 1:15pm
Yan Chai Hospital,Over 1 hour,11/11/2019 1:15pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 1:30pm
Caritas Medical Centre,Over 2 hours,11/11/2019 1:30pm
Kwong Wah Hospital,Over 4 hours,11/11/2019 1:30pm
North District Hospital,Over 5 hours,11/11/2019 1:30pm
North Lantau Hospital,Over 1 hour,11/11/2019 1:30pm
Princess Margaret Hospital,Over 2 hours,11/11/2019 1:30pm
Pok Oi Hospital,Over 2 hours,11/11/2019 1:30pm
Prince of Wales Hospital,Over 1 hour,11/11/2019 1:30pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,11/11/2019 1:30pm
Queen Elizabeth Hospital,Over 1 hour,11/11/2019 1:30pm
Queen Mary Hospital,Over 1 hour,11/11/2019 1:30pm
Ruttonjee Hospital,Over 3 hours,11/11/2019 1:30pm
St John Hospital,Over 1 hour,11/11/2019 1:30pm
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 1:30pm
Tuen Mun Hospital,Over 3 hours,11/11/2019 1:30pm
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 1:30pm
United Christian Hospital,Over 1 hour,11/11/2019 1:30pm
Yan Chai Hospital,Over 1 hour,11/11/2019 1:30pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 1:45pm
Caritas Medical Centre,Over 2 hours,11/11/2019 1:45pm
Kwong Wah Hospital,Over 4 hours,11/11/2019 1:45pm
North District Hospital,Over 5 hours,11/11/2019 1:45pm
North Lantau Hospital,Over 1 hour,11/11/2019 1:45pm
Princess Margaret Hospital,Over 2 hours,11/11/2019 1:45pm
Pok Oi Hospital,Over 2 hours,11/11/2019 1:45pm
Prince of Wales Hospital,Over 1 hour,11/11/2019 1:45pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,11/11/2019 1:45pm
Queen Elizabeth Hospital,Over 1 hour,11/11/2019 1:45pm
Queen Mary Hospital,Over 1 hour,11/11/2019 1:45pm
Ruttonjee Hospital,Over 3 hours,11/11/2019 1:45pm
St John Hospital,Over 1 hour,11/11/2019 1:45pm
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 1:45pm
Tuen Mun Hospital,Over 3 hours,11/11/2019 1:45pm
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 1:45pm
United Christian Hospital,Over 2 hours,11/11/2019 1:45pm
Yan Chai Hospital,Over 1 hour,11/11/2019 1:45pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 2:00pm
Caritas Medical Centre,Over 2 hours,11/11/2019 2:00pm
Kwong Wah Hospital,Over 4 hours,11/11/2019 2:00pm
North District Hospital,Over 5 hours,11/11/2019 2:00pm
North Lantau Hospital,Over 1 hour,11/11/2019 2:00pm
Princess Margaret Hospital,Over 2 hours,11/11/2019 2:00pm
Pok Oi Hospital,Over 2 hours,11/11/2019 2:00pm
Prince of Wales Hospital,Over 1 hour,11/11/2019 2:00pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,11/11/2019 2:00pm
Queen Elizabeth Hospital,Over 1 hour,11/11/2019 2:00pm
Queen Mary Hospital,Over 1 hour,11/11/2019 2:00pm
Ruttonjee Hospital,Over 3 hours,11/11/2019 2:00pm
St John Hospital,Over 1 hour,11/11/2019 2:00pm
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 2:00pm
Tuen Mun Hospital,Over 3 hours,11/11/2019 2:00pm
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 2:00pm
United Christian Hospital,Over 2 hours,11/11/2019 2:00pm
Yan Chai Hospital,Over 1 hour,11/11/2019 2:00pm
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 2:15pm
Caritas Medical Centre,Over 2 hours,11/11/2019 2:15pm
Kwong Wah Hospital,Over 4 hours,11/11/2019 2:15pm
North District Hospital,Over 5 hours,11/11/2019 2:15pm
North Lantau Hospital,Over 1 hour,11/11/2019 2:15pm
Princess Margaret Hospital,Over 2 hours,11/11/2019 2:15pm
Pok Oi Hospital,Over 3 hours,11/11/2019 2:15pm
Prince of Wales Hospital,Over 1 hour,11/11/2019 2:15pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,11/11/2019 2:15pm
Queen Elizabeth Hospital,Over 1 hour,11/11/2019 2:15pm
Queen Mary Hospital,Over 1 hour,11/11/2019 2:15pm
Ruttonjee Hospital,Over 4 hours,11/11/2019 2:15pm
St John Hospital,Around 1 hour,11/11/2019 2:15pm
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 2:15pm
Tuen Mun Hospital,Over 4 hours,11/11/2019 2:15pm
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 2:15pm
United Christian Hospital,Over 3 hours,11/11/2019 2:15pm
Yan Chai Hospital,Over 1 hour,11/11/2019 2:15pm
Alice Ho Miu Ling Nethersole Hospital,Over 2 hours,11/11/2019 2:30pm
Caritas Medical Centre,Over 2 hours,11/11/2019 2:30pm
Kwong Wah Hospital,Over 4 hours,11/11/2019 2:30pm
North District Hospital,Over 6 hours,11/11/2019 2:30pm
North Lantau Hospital,Over 1 hour,11/11/2019 2:30pm
Princess Margaret Hospital,Over 2 hours,11/11/2019 2:30pm
Pok Oi Hospital,Over 3 hours,11/11/2019 2:30pm
Prince of Wales Hospital,Over 1 hour,11/11/2019 2:30pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,11/11/2019 2:30pm
Queen Elizabeth Hospital,Over 1 hour,11/11/2019 2:30pm
Queen Mary Hospital,Over 1 hour,11/11/2019 2:30pm
Ruttonjee Hospital,Over 4 hours,11/11/2019 2:30pm
St John Hospital,Around 1 hour,11/11/2019 2:30pm
Tseung Kwan O Hospital,Over 4 hours,11/11/2019 2:30pm
Tuen Mun Hospital,Over 4 hours,11/11/2019 2:30pm
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 2:30pm
United Christian Hospital,Over 3 hours,11/11/2019 2:30pm
Yan Chai Hospital,Over 1 hour,11/11/2019 2:30pm
Alice Ho Miu Ling Nethersole Hospital,Over 2 hours,11/11/2019 2:45pm
Caritas Medical Centre,Over 2 hours,11/11/2019 2:45pm
Kwong Wah Hospital,Over 4 hours,11/11/2019 2:45pm
North District Hospital,Over 6 hours,11/11/2019 2:45pm
North Lantau Hospital,Over 1 hour,11/11/2019 2:45pm
Princess Margaret Hospital,Over 2 hours,11/11/2019 2:45pm
Pok Oi Hospital,Over 3 hours,11/11/2019 2:45pm
Prince of Wales Hospital,Over 1 hour,11/11/2019 2:45pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,11/11/2019 2:45pm
Queen Elizabeth Hospital,Over 1 hour,11/11/2019 2:45pm
Queen Mary Hospital,Over 1 hour,11/11/2019 2:45pm
Ruttonjee Hospital,Over 4 hours,11/11/2019 2:45pm
St John Hospital,Around 1 hour,11/11/2019 2:45pm
Tseung Kwan O Hospital,Over 4 hours,11/11/2019 2:45pm
Tuen Mun Hospital,Over 4 hours,11/11/2019 2:45pm
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 2:45pm
United Christian Hospital,Over 3 hours,11/11/2019 2:45pm
Yan Chai Hospital,Over 1 hour,11/11/2019 2:45pm
Alice Ho Miu Ling Nethersole Hospital,Over 2 hours,11/11/2019 3:00pm
Caritas Medical Centre,Over 2 hours,11/11/2019 3:00pm
Kwong Wah Hospital,Over 4 hours,11/11/2019 3:00pm
North District Hospital,Over 6 hours,11/11/2019 3:00pm
North Lantau Hospital,Over 1 hour,11/11/2019 3:00pm
Princess Margaret Hospital,Over 2 hours,11/11/2019 3:00pm
Pok Oi Hospital,Over 4 hours,11/11/2019 3:00pm
Prince of Wales Hospital,Over 2 hours,11/11/2019 3:00pm
Pamela Youde Nethersole Eastern Hospital,Over 2 hours,11/11/2019 3:00pm
Queen Elizabeth Hospital,Over 1 hour,11/11/2019 3:00pm
Queen Mary Hospital,Over 1 hour,11/11/2019 3:00pm
Ruttonjee Hospital,Over 4 hours,11/11/2019 3:00pm
St John Hospital,Around 1 hour,11/11/2019 3:00pm
Tseung Kwan O Hospital,Over 4 hours,11/11/2019 3:00pm
Tuen Mun Hospital,Over 4 hours,11/11/2019 3:00pm
Tin Shui Wai Hospital,Over 2 hours,11/11/2019 3:00pm
United Christian Hospital,Over 3 hours,11/11/2019 3:00pm
Yan Chai Hospital,Over 1 hour,11/11/2019 3:00pm
Alice Ho Miu Ling Nethersole Hospital,Over 2 hours,11/11/2019 3:15pm
Caritas Medical Centre,Over 2 hours,11/11/2019 3:15pm
Kwong Wah Hospital,Over 4 hours,11/11/2019 3:15pm
North District Hospital,Over 6 hours,11/11/2019 3:15pm
North Lantau Hospital,Over 1 hour,11/11/2019 3:15pm
Princess Margaret Hospital,Over 2 hours,11/11/2019 3:15pm
